网页转化,下载器转化,新装和卸载,会员支付,鱼干支付,合计付费
日期,渠道,计划,网页展示,网页点击,点击率,下载器展示,调起率,点击极速安装,安装率,安装成功,成功率,安装成功/网页展示,新装,卸载,卸载率,会员支付人数,会员支付金额,客单价,付费率,鱼干支付人数,鱼干支付金额,客单价,付费率,总客单价,ARPU值
2020-12-29,1002,131,2,1,50.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,106,2,1,50.00%,1,100.00%,0,0.00%,1,None,50.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,104,20,10,50.00%,6,60.00%,0,0.00%,6,None,30.00%,6,3,50.00%,None,None,None,None,1,10.0,10.00,16.67%,None,None
2020-12-29,1002,94,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,85,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,63,2,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,243,9,6,66.67%,6,100.00%,1,16.67%,6,600.00%,66.67%,5,2,40.00%,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,238,32,15,46.88%,11,73.33%,0,0.00%,11,None,34.38%,10,5,50.00%,1,9.0,9.00,10.00%,None,None,None,None,None,None
2020-12-29,1002,23,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,12,38,21,55.26%,8,38.10%,7,87.50%,7,100.00%,18.42%,7,1,14.29%,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,108,1,1,100.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,158,59,28,47.46%,19,67.86%,18,94.74%,17,94.44%,28.81%,15,5,33.33%,1,9.0,9.00,6.67%,1,10.0,10.00,6.67%,9.50,1.27
2020-12-29,1002,70,5,2,40.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,86,7,4,57.14%,3,75.00%,0,0.00%,3,None,42.86%,3,1,33.33%,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,72,1,1,100.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,142,3,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,9,240,113,47.08%,69,61.06%,1,1.45%,61,"6,100.00%",25.42%,59,10,16.95%,None,None,None,None,1,10.0,10.00,1.69%,None,None
2020-12-29,1002,61,6,2,33.33%,2,100.00%,0,0.00%,1,None,16.67%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,55,4,1,25.00%,1,100.00%,0,0.00%,1,None,25.00%,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,137,1,1,100.00%,1,100.00%,1,100.00%,1,100.00%,100.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,22,25,7,28.00%,2,28.57%,0,0.00%,2,None,8.00%,2,None,None,1,9.0,9.00,50.00%,None,None,None,None,None,None
2020-12-29,1002,15,407,311,76.41%,315,101.29%,292,92.70%,285,97.60%,70.02%,246,56,22.76%,5,105.0,21.00,2.03%,1,10.0,10.00,0.41%,19.17,0.47
2020-12-29,1002,105,1,1,100.00%,1,100.00%,0,0.00%,0,None,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,248,13,4,30.77%,1,25.00%,0,0.00%,1,None,7.69%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,all,11551,7047,61.01%,5583,79.23%,4265,76.39%,4787,112.24%,41.44%,4484,871,19.42%,99,1553.0,15.69,2.21%,71,932.0,13.13,1.58%,14.62,0.55
2020-12-29,1002,52,8,5,62.50%,3,60.00%,0,0.00%,3,None,37.50%,3,1,33.33%,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,147,2,1,50.00%,1,100.00%,1,100.00%,1,100.00%,50.00%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,112,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,43,1,1,100.00%,1,100.00%,0,0.00%,1,None,100.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,35,36,19,52.78%,14,73.68%,0,0.00%,12,None,33.33%,10,2,20.00%,1,9.0,9.00,10.00%,None,None,None,None,None,None
2020-12-29,1002,77,1,1,100.00%,1,100.00%,0,0.00%,1,None,100.00%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,140,1,1,100.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,39,11,6,54.55%,3,50.00%,1,33.33%,0,0.00%,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,75,2,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,96,2,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,239,18,8,44.44%,6,75.00%,0,0.00%,6,None,33.33%,6,4,66.67%,1,9.0,9.00,16.67%,None,None,None,None,None,None
2020-12-29,1002,25,8,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,32,58,30,51.72%,22,73.33%,1,4.55%,20,"2,000.00%",34.48%,19,3,15.79%,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,48,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,59,434,222,51.15%,197,88.74%,176,89.34%,168,95.45%,38.71%,150,42,28.00%,7,202.0,28.86,4.67%,2,29.0,14.50,1.33%,25.67,1.54
2020-12-29,1002,146,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,161,7,5,71.43%,1,20.00%,1,100.00%,1,100.00%,14.29%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,27,18,7,38.89%,4,57.14%,0,0.00%,4,None,22.22%,4,2,50.00%,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,64,3,1,33.33%,1,100.00%,0,0.00%,1,None,33.33%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,141,3,1,33.33%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,115,3,2,66.67%,1,50.00%,1,100.00%,1,100.00%,33.33%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,46,7,1,14.29%,1,100.00%,0,0.00%,1,None,14.29%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,93,4,2,50.00%,2,100.00%,0,0.00%,1,None,25.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,153,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,160,5,3,60.00%,2,66.67%,2,100.00%,2,100.00%,40.00%,2,2,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,133,2614,1482,56.69%,1053,71.05%,914,86.80%,874,95.62%,33.44%,820,174,21.22%,19,212.0,11.16,2.32%,17,206.0,12.12,2.07%,11.61,0.51
2020-12-29,1002,110,1,1,100.00%,1,100.00%,1,100.00%,1,100.00%,100.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,62,3,2,66.67%,1,50.00%,0,0.00%,1,None,33.33%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,17,569,298,52.37%,181,60.74%,5,2.76%,158,"3,160.00%",27.77%,150,34,22.67%,4,116.0,29.00,2.67%,1,10.0,10.00,0.67%,25.20,0.84
2020-12-29,1002,44,2,1,50.00%,1,100.00%,0,0.00%,1,None,50.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,34,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,49,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,69,11,4,36.36%,2,50.00%,0,0.00%,2,None,18.18%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,24,231,112,48.48%,74,66.07%,66,89.19%,63,95.45%,27.27%,61,12,19.67%,2,78.0,39.00,3.28%,None,None,None,None,None,None
2020-12-29,1002,16,98,49,50.00%,26,53.06%,20,76.92%,20,100.00%,20.41%,17,3,17.65%,None,None,None,None,1,19.0,19.00,5.88%,None,None
2020-12-29,1002,38,5,3,60.00%,2,66.67%,0,0.00%,1,None,20.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,163,17,9,52.94%,6,66.67%,5,83.33%,5,100.00%,29.41%,4,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,71,1,1,100.00%,1,100.00%,0,0.00%,1,None,100.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,13,1,1,100.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,26,71,37,52.11%,19,51.35%,0,0.00%,16,None,22.54%,15,2,13.33%,1,9.0,9.00,6.67%,1,10.0,10.00,6.67%,9.50,1.27
2020-12-29,1002,148,1,1,100.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,19,258,148,57.36%,95,64.19%,3,3.16%,85,"2,833.33%",32.95%,76,34,44.74%,2,18.0,9.00,2.63%,5,59.0,11.80,6.58%,11.00,1.01
2020-12-29,1002,67,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,224,64,35,54.69%,27,77.14%,25,92.59%,23,92.00%,35.94%,24,11,45.83%,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,117,16,11,68.75%,4,36.36%,4,100.00%,4,100.00%,25.00%,4,3,75.00%,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,139,1,1,100.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,31,9,5,55.56%,4,80.00%,0,0.00%,3,None,33.33%,2,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,76,17,6,35.29%,2,33.33%,0,0.00%,2,None,11.76%,2,1,50.00%,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,4,45,24,53.33%,16,66.67%,1,6.25%,14,"1,400.00%",31.11%,14,2,14.29%,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,144,1,1,100.00%,1,100.00%,1,100.00%,1,100.00%,100.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,21,20,9,45.00%,9,100.00%,3,33.33%,8,266.67%,40.00%,7,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,47,2,2,100.00%,2,100.00%,0,0.00%,2,None,100.00%,2,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,235,47,24,51.06%,13,54.17%,0,0.00%,11,None,23.40%,10,4,40.00%,None,None,None,None,None,None,None,None,None,None
2020-12-29,1002,103,12,8,66.67%,4,50.00%,0,0.00%,3,None,25.00%,3,1,33.33%,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,19,296,155,52.36%,95,61.29%,2,2.11%,87,"4,350.00%",29.39%,82,21,25.61%,3,147.0,49.00,3.66%,None,None,None,None,None,None
2020-12-28,1002,115,7,4,57.14%,3,75.00%,2,66.67%,2,100.00%,28.57%,2,1,50.00%,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,103,10,2,20.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,7,1291,727,56.31%,489,67.26%,391,79.96%,377,96.42%,29.20%,351,56,15.95%,5,45.0,9.00,1.42%,7,88.0,12.57,1.99%,11.08,0.38
2020-12-28,1002,49,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,157,46,31,67.39%,27,87.10%,21,77.78%,19,90.48%,41.30%,17,8,47.06%,1,9.0,9.00,5.88%,None,None,None,None,None,None
2020-12-28,1002,82,4,2,50.00%,1,50.00%,0,0.00%,1,None,25.00%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,34,2,1,50.00%,1,100.00%,0,0.00%,1,None,50.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,41,188,52,27.66%,25,48.08%,0,0.00%,20,None,10.64%,18,7,38.89%,1,9.0,9.00,5.56%,None,None,None,None,None,None
2020-12-28,1002,238,30,11,36.67%,10,90.91%,0,0.00%,9,None,30.00%,10,3,30.00%,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,63,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,43,3,1,33.33%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,78,10,3,30.00%,1,33.33%,0,0.00%,0,None,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,22,17,5,29.41%,3,60.00%,0,0.00%,3,None,17.65%,3,3,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,42,68,42,61.76%,27,64.29%,27,100.00%,26,96.30%,38.24%,25,5,20.00%,None,None,None,None,3,30.0,10.00,12.00%,None,None
2020-12-28,1002,95,3,1,33.33%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,47,4,3,75.00%,1,33.33%,1,100.00%,1,100.00%,25.00%,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,60,1,1,100.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,147,4,2,50.00%,1,50.00%,1,100.00%,1,100.00%,25.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,28,135,77,57.04%,46,59.74%,0,0.00%,39,None,28.89%,38,15,39.47%,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,72,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,25,4,2,50.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,243,9,4,44.44%,2,50.00%,0,0.00%,2,None,22.22%,2,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,126,3,1,33.33%,1,100.00%,1,100.00%,1,100.00%,33.33%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,158,56,25,44.64%,17,68.00%,13,76.47%,13,100.00%,23.21%,12,6,50.00%,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,96,3,1,33.33%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,39,12,4,33.33%,2,50.00%,2,100.00%,2,100.00%,16.67%,2,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,35,32,23,71.88%,17,73.91%,0,0.00%,17,None,53.12%,17,6,35.29%,1,9.0,9.00,5.88%,None,None,None,None,None,None
2020-12-28,1002,75,7,6,85.71%,4,66.67%,0,0.00%,3,None,42.86%,3,1,33.33%,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,54,1,1,100.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,145,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,117,13,8,61.54%,4,50.00%,3,75.00%,3,100.00%,23.08%,3,1,33.33%,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,all,11188,6811,60.88%,5376,78.93%,4062,75.56%,4589,112.97%,41.02%,4343,813,18.72%,96,2539.0,26.45,2.21%,74,921.0,12.45,1.70%,20.35,0.80
2020-12-28,1002,23,6,3,50.00%,3,100.00%,0,0.00%,2,None,33.33%,2,None,None,1,9.0,9.00,50.00%,1,10.0,10.00,50.00%,9.50,9.50
2020-12-28,1002,45,1,1,100.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,112,1,1,100.00%,1,100.00%,1,100.00%,0,0.00%,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,85,2,1,50.00%,1,100.00%,0,0.00%,1,None,50.00%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,73,4,2,50.00%,1,50.00%,0,0.00%,1,None,25.00%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,5,1521,1324,87.05%,1417,107.02%,1335,94.21%,1301,97.45%,85.54%,1218,160,13.14%,19,470.0,24.74,1.56%,17,197.0,11.59,1.40%,18.53,0.55
2020-12-28,1002,235,70,36,51.43%,20,55.56%,0,0.00%,20,None,28.57%,19,4,21.05%,1,9.0,9.00,5.26%,None,None,None,None,None,None
2020-12-28,1002,61,3,2,66.67%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,64,2,1,50.00%,1,100.00%,0,0.00%,1,None,50.00%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,30,11,5,45.45%,3,60.00%,0,0.00%,2,None,18.18%,2,1,50.00%,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,52,5,1,20.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,50,1,1,100.00%,1,100.00%,0,0.00%,1,None,100.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,57,8,3,37.50%,2,66.67%,0,0.00%,3,None,37.50%,2,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,24,207,91,43.96%,66,72.53%,58,87.88%,56,96.55%,27.05%,54,8,14.81%,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,21,22,13,59.09%,11,84.62%,4,36.36%,9,225.00%,40.91%,9,2,22.22%,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,16,79,39,49.37%,22,56.41%,19,86.36%,18,94.74%,22.78%,19,5,26.32%,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,44,4,2,50.00%,2,100.00%,0,0.00%,2,None,50.00%,2,1,50.00%,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,70,2,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,33,15,3,20.00%,1,33.33%,0,0.00%,1,None,6.67%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,40,2,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,9,224,104,46.43%,67,64.42%,2,2.99%,56,"2,800.00%",25.00%,54,10,18.52%,2,59.0,29.50,3.70%,None,None,None,None,None,None
2020-12-28,1002,65,8,4,50.00%,2,50.00%,0,0.00%,1,None,12.50%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,38,3,1,33.33%,1,100.00%,0,0.00%,1,None,33.33%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,248,9,4,44.44%,2,50.00%,0,0.00%,2,None,22.22%,2,1,50.00%,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,76,15,5,33.33%,2,40.00%,0,0.00%,2,None,13.33%,2,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,32,48,20,41.67%,11,55.00%,0,0.00%,10,None,20.83%,10,2,20.00%,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,18,303,221,72.94%,185,83.71%,4,2.16%,170,"4,250.00%",56.11%,159,28,17.61%,7,104.0,14.86,4.40%,8,116.0,14.50,5.03%,14.67,1.38
2020-12-28,1002,89,1,1,100.00%,1,100.00%,0,0.00%,1,None,100.00%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,6,2044,1078,52.74%,708,65.68%,580,81.92%,560,96.55%,27.40%,531,106,19.96%,11,245.0,22.27,2.07%,8,98.0,12.25,1.51%,18.05,0.65
2020-12-28,1002,59,412,202,49.03%,168,83.17%,151,89.88%,142,94.04%,34.47%,129,39,30.23%,2,18.0,9.00,1.55%,3,40.0,13.33,2.33%,11.60,0.45
2020-12-28,1002,20,50,29,58.00%,17,58.62%,0,0.00%,16,None,32.00%,16,4,25.00%,1,9.0,9.00,6.25%,None,None,None,None,None,None
2020-12-28,1002,15,427,339,79.39%,321,94.69%,302,94.08%,297,98.34%,69.56%,282,53,18.79%,10,608.0,60.80,3.55%,4,49.0,12.25,1.42%,46.93,2.33
2020-12-28,1002,48,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,58,1,1,100.00%,1,100.00%,0,0.00%,1,None,100.00%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,69,6,2,33.33%,1,50.00%,0,0.00%,0,None,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,56,3,1,33.33%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,146,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,148,1,1,100.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,133,2480,1354,54.60%,949,70.09%,815,85.88%,792,97.18%,31.94%,758,150,19.79%,15,355.0,23.67,1.98%,15,195.0,13.00,1.98%,18.33,0.73
2020-12-28,1002,110,3,1,33.33%,1,100.00%,1,100.00%,1,100.00%,33.33%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,131,4,2,50.00%,1,50.00%,1,100.00%,1,100.00%,25.00%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,139,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,153,1,1,100.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,17,527,300,56.93%,170,56.67%,6,3.53%,145,"2,416.67%",27.51%,135,26,19.26%,4,36.0,9.00,2.96%,4,58.0,14.50,2.96%,11.75,0.70
2020-12-28,1002,160,4,2,50.00%,2,100.00%,2,100.00%,2,100.00%,50.00%,2,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,104,19,7,36.84%,5,71.43%,0,0.00%,5,None,26.32%,5,2,40.00%,None,None,None,None,None,None,None,None,None,None
2020-12-28,1002,80,4,3,75.00%,1,33.33%,0,0.00%,0,None,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None
