网页转化,下载器转化,新装和卸载,会员支付,鱼干支付,合计付费
日期,渠道,计划,网页展示,网页点击,点击率,下载器展示,调起率,点击极速安装,安装率,安装成功,成功率,安装成功/网页展示,新装,卸载,卸载率,会员支付人数,会员支付金额,客单价,付费率,鱼干支付人数,鱼干支付金额,客单价,付费率,总客单价,ARPU值
2020-12-04,1002,51,11,3,27.27%,3,100.00%,2,66.67%,3,150.00%,27.27%,4,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-04,1002,22,42,17,40.48%,13,76.47%,3,23.08%,11,366.67%,26.19%,10,1,10.00%,None,None,None,None,None,None,None,None,None,None
2020-12-04,1002,73,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-04,1002,133,2765,1619,58.55%,1206,74.49%,57,4.73%,1001,"1,756.14%",36.20%,941,171,18.17%,22,417.0,18.95,2.34%,15,207.0,13.80,1.59%,16.86,0.66
2020-12-04,1002,4,66,43,65.15%,30,69.77%,8,26.67%,28,350.00%,42.42%,25,7,28.00%,1,9.0,9.00,4.00%,1,10.0,10.00,4.00%,9.50,0.76
2020-12-04,1002,224,85,56,65.88%,42,75.00%,39,92.86%,35,89.74%,41.18%,33,13,39.39%,7,104.0,14.86,21.21%,None,None,None,None,None,None
2020-12-04,1002,38,12,6,50.00%,3,50.00%,0,0.00%,3,None,25.00%,3,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-04,1002,28,151,83,54.97%,59,71.08%,8,13.56%,41,512.50%,27.15%,41,9,21.95%,1,9.0,9.00,2.44%,None,None,None,None,None,None
2020-12-04,1002,25,13,8,61.54%,4,50.00%,0,0.00%,3,None,23.08%,3,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-04,1002,131,4,1,25.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-04,1002,108,1,1,100.00%,1,100.00%,1,100.00%,1,100.00%,100.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-04,1002,80,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-04,1002,91,2,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-04,1002,93,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-04,1002,26,96,57,59.38%,39,68.42%,5,12.82%,32,640.00%,33.33%,29,5,17.24%,None,None,None,None,None,None,None,None,None,None
2020-12-04,1002,105,2,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-04,1002,42,81,49,60.49%,36,73.47%,12,33.33%,32,266.67%,39.51%,28,8,28.57%,1,9.0,9.00,3.57%,1,10.0,10.00,3.57%,9.50,0.68
2020-12-04,1002,92,4,3,75.00%,2,66.67%,0,0.00%,2,None,50.00%,2,1,50.00%,None,None,None,None,None,None,None,None,None,None
2020-12-04,1002,243,54,35,64.81%,28,80.00%,11,39.29%,27,245.45%,50.00%,26,9,34.62%,1,9.0,9.00,3.85%,1,10.0,10.00,3.85%,9.50,0.73
2020-12-04,1002,7,1747,1064,60.90%,773,72.65%,174,22.51%,649,372.99%,37.15%,603,118,19.57%,13,336.0,25.85,2.16%,11,110.0,10.00,1.82%,18.58,0.74
2020-12-04,1002,118,1,1,100.00%,1,100.00%,1,100.00%,0,0.00%,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-04,1002,62,3,1,33.33%,1,100.00%,0,0.00%,1,None,33.33%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-04,1002,112,1,1,100.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-04,1002,40,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-04,1002,96,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-04,1002,56,3,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-04,1002,27,29,16,55.17%,6,37.50%,1,16.67%,6,600.00%,20.69%,5,1,20.00%,None,None,None,None,None,None,None,None,None,None
2020-12-04,1002,45,1,1,100.00%,1,100.00%,0,0.00%,1,None,100.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-04,1002,162,3,2,66.67%,1,50.00%,1,100.00%,0,0.00%,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-04,1002,21,20,12,60.00%,8,66.67%,1,12.50%,7,700.00%,35.00%,6,1,16.67%,None,None,None,None,None,None,None,None,None,None
2020-12-04,1002,33,11,1,9.09%,1,100.00%,1,100.00%,1,100.00%,9.09%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-04,1002,52,9,4,44.44%,2,50.00%,0,0.00%,2,None,22.22%,2,1,50.00%,None,None,None,None,None,None,None,None,None,None
2020-12-04,1002,44,8,5,62.50%,5,100.00%,2,40.00%,4,200.00%,50.00%,4,1,25.00%,None,None,None,None,2,20.0,10.00,50.00%,None,None
2020-12-04,1002,78,2,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-04,1002,55,1,1,100.00%,1,100.00%,0,0.00%,0,None,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-04,1002,43,4,3,75.00%,3,100.00%,1,33.33%,2,200.00%,50.00%,2,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-04,1002,47,6,3,50.00%,2,66.67%,1,50.00%,2,200.00%,33.33%,2,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-04,1002,117,11,5,45.45%,2,40.00%,2,100.00%,1,50.00%,9.09%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-04,1002,77,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-04,1002,69,12,4,33.33%,3,75.00%,3,100.00%,3,100.00%,25.00%,3,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-04,1002,30,17,5,29.41%,2,40.00%,0,0.00%,1,None,5.88%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-04,1002,39,10,5,50.00%,2,40.00%,2,100.00%,2,100.00%,20.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-04,1002,57,7,4,57.14%,4,100.00%,0,0.00%,4,None,57.14%,4,1,25.00%,None,None,None,None,None,None,None,None,None,None
2020-12-04,1002,238,36,13,36.11%,9,69.23%,3,33.33%,8,266.67%,22.22%,7,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,44,10,4,40.00%,7,175.00%,5,71.43%,5,100.00%,50.00%,5,1,20.00%,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,59,570,294,51.58%,267,90.82%,233,87.27%,211,90.56%,37.02%,200,51,25.50%,7,63.0,9.00,3.50%,5,59.0,11.80,2.50%,10.17,0.61
2020-12-03,1002,8,569,306,53.78%,195,63.73%,162,83.08%,151,93.21%,26.54%,147,30,20.41%,7,293.0,41.86,4.76%,3,30.0,10.00,2.04%,32.30,2.20
2020-12-03,1002,31,19,9,47.37%,6,66.67%,6,100.00%,6,100.00%,31.58%,6,None,None,1,89.0,89.00,16.67%,None,None,None,None,None,None
2020-12-03,1002,17,605,335,55.37%,200,59.70%,154,77.00%,137,88.96%,22.64%,133,25,18.80%,None,None,None,None,3,30.0,10.00,2.26%,None,None
2020-12-03,1002,115,5,1,20.00%,1,100.00%,1,100.00%,1,100.00%,20.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,144,3,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,96,3,2,66.67%,1,50.00%,1,100.00%,1,100.00%,33.33%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,26,110,51,46.36%,43,84.31%,35,81.40%,33,94.29%,30.00%,30,4,13.33%,2,18.0,9.00,6.67%,1,10.0,10.00,3.33%,9.33,0.93
2020-12-03,1002,117,8,4,50.00%,4,100.00%,3,75.00%,3,100.00%,37.50%,3,None,None,1,9.0,9.00,33.33%,None,None,None,None,None,None
2020-12-03,1002,18,87,69,79.31%,62,89.86%,55,88.71%,53,96.36%,60.92%,49,6,12.24%,2,18.0,9.00,4.08%,3,30.0,10.00,6.12%,9.60,0.98
2020-12-03,1002,137,4,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,148,3,2,66.67%,2,100.00%,2,100.00%,2,100.00%,66.67%,2,1,50.00%,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,239,12,4,33.33%,3,75.00%,3,100.00%,3,100.00%,25.00%,2,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,105,5,1,20.00%,1,100.00%,1,100.00%,1,100.00%,20.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,62,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,24,293,143,48.81%,96,67.13%,82,85.42%,76,92.68%,25.94%,72,13,18.06%,1,9.0,9.00,1.39%,1,10.0,10.00,1.39%,9.50,0.26
2020-12-03,1002,42,78,49,62.82%,39,79.59%,33,84.62%,31,93.94%,39.74%,30,10,33.33%,1,50.0,50.00,3.33%,None,None,None,None,None,None
2020-12-03,1002,52,13,3,23.08%,2,66.67%,1,50.00%,1,100.00%,7.69%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,45,1,1,100.00%,1,100.00%,1,100.00%,1,100.00%,100.00%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,15,512,419,81.84%,394,94.03%,357,90.61%,337,94.40%,65.82%,322,45,13.98%,7,69.0,9.86,2.17%,6,69.0,11.50,1.86%,10.62,0.43
2020-12-03,1002,77,2,1,50.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,136,4,1,25.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,113,1,1,100.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,89,2,1,50.00%,1,100.00%,1,100.00%,1,100.00%,50.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,70,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,68,2,1,50.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,16,78,44,56.41%,35,79.55%,1,2.86%,29,"2,900.00%",37.18%,28,7,25.00%,1,9.0,9.00,3.57%,None,None,None,None,None,None
2020-12-03,1002,32,49,27,55.10%,19,70.37%,16,84.21%,15,93.75%,30.61%,15,2,13.33%,None,None,None,None,1,10.0,10.00,6.67%,None,None
2020-12-03,1002,27,25,16,64.00%,8,50.00%,8,100.00%,8,100.00%,32.00%,8,1,12.50%,None,None,None,None,1,10.0,10.00,12.50%,None,None
2020-12-03,1002,124,2,1,50.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,75,4,3,75.00%,1,33.33%,1,100.00%,1,100.00%,25.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,141,2,1,50.00%,1,100.00%,1,100.00%,1,100.00%,50.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,92,2,1,50.00%,1,100.00%,1,100.00%,1,100.00%,50.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,46,15,7,46.67%,4,57.14%,3,75.00%,3,100.00%,20.00%,3,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,all,12510,7978,63.77%,6563,82.26%,3886,59.21%,5387,138.63%,43.06%,5128,894,17.43%,106,2285.0,21.56,2.07%,95,1004.0,10.57,1.85%,16.36,0.64
2020-12-03,1002,12,45,24,53.33%,18,75.00%,14,77.78%,11,78.57%,24.44%,8,2,25.00%,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,56,8,1,12.50%,2,200.00%,2,100.00%,1,50.00%,12.50%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,25,10,7,70.00%,3,42.86%,2,66.67%,2,100.00%,20.00%,2,1,50.00%,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,126,5,4,80.00%,2,50.00%,2,100.00%,2,100.00%,40.00%,2,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,108,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,48,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,163,10,2,20.00%,1,50.00%,1,100.00%,1,100.00%,10.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,243,57,37,64.91%,29,78.38%,27,93.10%,25,92.59%,43.86%,22,6,27.27%,None,None,None,None,3,30.0,10.00,13.64%,None,None
2020-12-03,1002,122,1,1,100.00%,1,100.00%,1,100.00%,1,100.00%,100.00%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,65,11,4,36.36%,3,75.00%,2,66.67%,1,50.00%,9.09%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,103,11,4,36.36%,2,50.00%,1,50.00%,1,100.00%,9.09%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,39,17,6,35.29%,4,66.67%,2,50.00%,2,100.00%,11.76%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,69,19,6,31.58%,4,66.67%,3,75.00%,3,100.00%,15.79%,3,1,33.33%,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,60,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,23,3,1,33.33%,2,200.00%,2,100.00%,2,100.00%,66.67%,2,1,50.00%,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,98,1,1,100.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,78,7,2,28.57%,2,100.00%,2,100.00%,1,50.00%,14.29%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,133,2899,1707,58.88%,1259,73.76%,64,5.08%,1041,"1,626.56%",35.91%,977,182,18.63%,17,354.0,20.82,1.74%,15,159.0,10.60,1.54%,16.03,0.53
2020-12-03,1002,47,5,2,40.00%,2,100.00%,2,100.00%,2,100.00%,40.00%,2,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,20,72,43,59.72%,31,72.09%,27,87.10%,26,96.30%,36.11%,23,8,34.78%,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,224,94,60,63.83%,42,70.00%,40,95.24%,36,90.00%,38.30%,34,13,38.24%,3,27.0,9.00,8.82%,None,None,None,None,None,None
2020-12-03,1002,64,5,2,40.00%,2,100.00%,2,100.00%,2,100.00%,40.00%,2,None,None,1,9.0,9.00,50.00%,None,None,None,None,None,None
2020-12-03,1002,235,49,26,53.06%,16,61.54%,14,87.50%,13,92.86%,26.53%,10,3,30.00%,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,86,3,1,33.33%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,41,33,14,42.42%,9,64.29%,9,100.00%,9,100.00%,27.27%,8,2,25.00%,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,238,40,17,42.50%,12,70.59%,10,83.33%,10,100.00%,25.00%,10,1,10.00%,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,73,3,1,33.33%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,160,7,2,28.57%,1,50.00%,1,100.00%,1,100.00%,14.29%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,155,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,21,21,6,28.57%,4,66.67%,3,75.00%,3,100.00%,14.29%,3,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,30,15,6,40.00%,3,50.00%,3,100.00%,2,66.67%,13.33%,2,1,50.00%,None,None,None,None,1,10.0,10.00,50.00%,None,None
2020-12-03,1002,76,7,5,71.43%,4,80.00%,4,100.00%,3,75.00%,42.86%,3,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,116,3,1,33.33%,1,100.00%,1,100.00%,1,100.00%,33.33%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,91,2,2,100.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,35,30,14,46.67%,7,50.00%,7,100.00%,8,114.29%,26.67%,7,1,14.29%,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,157,53,32,60.38%,27,84.38%,26,96.30%,25,96.15%,47.17%,25,8,32.00%,1,9.0,9.00,4.00%,None,None,None,None,None,None
2020-12-03,1002,9,298,148,49.66%,91,61.49%,72,79.12%,66,91.67%,22.15%,63,11,17.46%,1,9.0,9.00,1.59%,None,None,None,None,None,None
2020-12-03,1002,38,13,9,69.23%,5,55.56%,4,80.00%,4,100.00%,30.77%,4,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,53,1,1,100.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,111,2,1,50.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,110,1,1,100.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,57,8,5,62.50%,3,60.00%,3,100.00%,3,100.00%,37.50%,3,None,None,None,None,None,None,1,10.0,10.00,33.33%,None,None
2020-12-03,1002,161,2,2,100.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,80,3,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,49,1,1,100.00%,1,100.00%,1,100.00%,1,100.00%,100.00%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,162,6,4,66.67%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,131,10,4,40.00%,2,50.00%,2,100.00%,2,100.00%,20.00%,2,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,5,1979,1681,84.94%,1766,105.06%,1626,92.07%,1524,93.73%,77.01%,1464,205,14.00%,29,587.0,20.24,1.98%,24,267.0,11.12,1.64%,16.11,0.58
2020-12-03,1002,112,3,1,33.33%,1,100.00%,1,100.00%,1,100.00%,33.33%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,51,6,6,100.00%,5,83.33%,5,100.00%,4,80.00%,66.67%,4,1,25.00%,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,33,8,3,37.50%,2,66.67%,1,50.00%,0,0.00%,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,55,1,1,100.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,153,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,104,42,24,57.14%,18,75.00%,16,88.89%,15,93.75%,35.71%,15,2,13.33%,1,15.0,15.00,6.67%,2,20.0,10.00,13.33%,11.67,2.33
2020-12-03,1002,93,1,1,100.00%,1,100.00%,1,100.00%,1,100.00%,100.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,6,2342,1315,56.15%,879,66.84%,36,4.10%,708,"1,966.67%",30.23%,666,128,19.22%,5,125.0,25.00,0.75%,14,140.0,10.00,2.10%,13.95,0.40
2020-12-03,1002,19,267,142,53.18%,91,64.08%,4,4.40%,76,"1,900.00%",28.46%,70,21,30.00%,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,95,3,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,158,62,28,45.16%,21,75.00%,18,85.71%,16,88.89%,25.81%,17,3,17.65%,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,82,2,1,50.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,28,142,72,50.70%,54,75.00%,45,83.33%,42,93.33%,29.58%,39,7,17.95%,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,22,48,17,35.42%,13,76.47%,11,84.62%,10,90.91%,20.83%,11,1,9.09%,None,None,None,None,2,20.0,10.00,18.18%,None,None
2020-12-03,1002,61,8,3,37.50%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,58,1,1,100.00%,1,100.00%,1,100.00%,1,100.00%,100.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,43,6,1,16.67%,1,100.00%,1,100.00%,1,100.00%,16.67%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,4,59,37,62.71%,24,64.86%,20,83.33%,20,100.00%,33.90%,17,4,23.53%,None,None,None,None,None,None,None,None,None,None
2020-12-03,1002,7,1823,1128,61.88%,764,67.73%,628,82.20%,592,94.27%,32.47%,552,94,17.03%,18,523.0,29.06,3.26%,9,90.0,10.00,1.63%,22.70,1.11
2020-12-02,1002,68,2,2,100.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-02,1002,46,7,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-02,1002,35,32,23,71.88%,13,56.52%,9,69.23%,8,88.89%,25.00%,7,1,14.29%,None,None,None,None,None,None,None,None,None,None
2020-12-02,1002,117,8,4,50.00%,4,100.00%,4,100.00%,4,100.00%,50.00%,4,2,50.00%,None,None,None,None,None,None,None,None,None,None
2020-12-02,1002,148,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-02,1002,8,509,289,56.78%,184,63.67%,145,78.80%,137,94.48%,26.92%,136,34,25.00%,1,9.0,9.00,0.74%,3,39.0,13.00,2.21%,12.00,0.35
2020-12-02,1002,21,24,12,50.00%,10,83.33%,10,100.00%,9,90.00%,37.50%,10,2,20.00%,None,None,None,None,None,None,None,None,None,None
2020-12-02,1002,91,3,1,33.33%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-02,1002,41,38,16,42.11%,10,62.50%,9,90.00%,9,100.00%,23.68%,9,1,11.11%,None,None,None,None,None,None,None,None,None,None
2020-12-02,1002,78,2,1,50.00%,1,100.00%,1,100.00%,1,100.00%,50.00%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-02,1002,98,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-02,1002,17,641,342,53.35%,205,59.94%,164,80.00%,162,98.78%,25.27%,151,36,23.84%,3,27.0,9.00,1.99%,4,40.0,10.00,2.65%,9.57,0.44
2020-12-02,1002,224,95,52,54.74%,38,73.08%,31,81.58%,31,100.00%,32.63%,31,20,64.52%,None,None,None,None,None,None,None,None,None,None
2020-12-02,1002,54,1,1,100.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-02,1002,160,13,5,38.46%,4,80.00%,2,50.00%,2,100.00%,15.38%,2,1,50.00%,None,None,None,None,None,None,None,None,None,None
2020-12-02,1002,79,1,1,100.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-02,1002,55,3,2,66.67%,1,50.00%,1,100.00%,1,100.00%,33.33%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-02,1002,115,4,2,50.00%,2,100.00%,2,100.00%,2,100.00%,50.00%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-02,1002,153,3,1,33.33%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-02,1002,13,2,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-02,1002,64,5,3,60.00%,2,66.67%,2,100.00%,2,100.00%,40.00%,2,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-02,1002,67,1,1,100.00%,1,100.00%,1,100.00%,1,100.00%,100.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-02,1002,15,546,441,80.77%,440,99.77%,405,92.05%,392,96.79%,71.79%,351,69,19.66%,7,63.0,9.00,1.99%,5,68.0,13.60,1.42%,10.92,0.37
2020-12-02,1002,239,8,3,37.50%,2,66.67%,2,100.00%,2,100.00%,25.00%,2,1,50.00%,None,None,None,None,None,None,None,None,None,None
2020-12-02,1002,157,42,25,59.52%,25,100.00%,24,96.00%,24,100.00%,57.14%,21,9,42.86%,None,None,None,None,None,None,None,None,None,None
2020-12-02,1002,38,11,6,54.55%,4,66.67%,3,75.00%,3,100.00%,27.27%,3,2,66.67%,1,9.0,9.00,33.33%,None,None,None,None,None,None
2020-12-02,1002,158,45,16,35.56%,7,43.75%,5,71.43%,5,100.00%,11.11%,5,2,40.00%,None,None,None,None,None,None,None,None,None,None
2020-12-02,1002,20,64,33,51.56%,25,75.76%,22,88.00%,20,90.91%,31.25%,21,6,28.57%,None,None,None,None,1,19.0,19.00,4.76%,None,None
2020-12-02,1002,52,6,1,16.67%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-02,1002,59,563,314,55.77%,264,84.08%,231,87.50%,222,96.10%,39.43%,210,60,28.57%,3,27.0,9.00,1.43%,4,49.0,12.25,1.90%,10.86,0.36
2020-12-02,1002,77,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-02,1002,30,19,8,42.11%,4,50.00%,3,75.00%,3,100.00%,15.79%,3,2,66.67%,None,None,None,None,None,None,None,None,None,None
2020-12-02,1002,27,25,16,64.00%,13,81.25%,11,84.62%,10,90.91%,40.00%,9,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-02,1002,142,1,1,100.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-02,1002,5,2177,1870,85.90%,2060,110.16%,1908,92.62%,1853,97.12%,85.12%,1721,285,16.56%,41,500.0,12.20,2.38%,26,296.0,11.38,1.51%,11.88,0.46
2020-12-02,1002,26,89,55,61.80%,36,65.45%,31,86.11%,31,100.00%,34.83%,29,8,27.59%,None,None,None,None,1,10.0,10.00,3.45%,None,None
2020-12-02,1002,235,72,35,48.61%,23,65.71%,19,82.61%,19,100.00%,26.39%,18,6,33.33%,None,None,None,None,None,None,None,None,None,None
2020-12-02,1002,114,1,1,100.00%,1,100.00%,1,100.00%,1,100.00%,100.00%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-02,1002,103,13,6,46.15%,4,66.67%,3,75.00%,3,100.00%,23.08%,3,2,66.67%,None,None,None,None,None,None,None,None,None,None
