数据生成时间：2021-01-11 10:35
数据生成条件：
1. 时间范围：20210108至20210110
2. 时间单位：分日
3. 推广设备：计算机，移动设备

日期,账户,推广计划,推广计划ID,展现,点击,消费,点击率,平均点击价格,网页转化,商桥转化
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-天气之子IP",136600202,1471,1,0.15,0.07%,0.15,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-温馨壁纸",132425483,191,1,0.15,0.52%,0.15,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-黑岩射手",133269927,33,1,0.15,3.03%,0.15,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-锦鲤壁纸",132425487,76,1,0.10,1.32%,0.10,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-田园",131824978,249,0,0.00,0.00%,0.00,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-电影壁纸",135214863,94,0,0.00,0.00%,0.00,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-秒速五厘米",135214865,88,0,0.00,0.00%,0.00,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-温馨壁纸",132425483,155,0,0.00,0.00%,0.00,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-锦鲤壁纸",132425487,148,0,0.00,0.00%,0.00,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-电影壁纸",135214863,27,0,0.00,0.00%,0.00,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-阿丽塔壁纸",132425484,102,0,0.00,0.00%,0.00,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-蒲公英壁纸",135289324,88,0,0.00,0.00%,0.00,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-一人之下壁纸",133929555,46,0,0.00,0.00%,0.00,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-像素风壁纸",135289326,83,0,0.00,0.00%,0.00,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-田园",131824978,195,0,0.00,0.00%,0.00,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-秒速五厘米",135214865,96,0,0.00,0.00%,0.00,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-蒲公英壁纸",135289324,110,0,0.00,0.00%,0.00,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-一人之下壁纸",133929555,54,0,0.00,0.00%,0.00,0,0
